epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
32,0.9688102006912231,0.11184614151716232,0.9754208326339722,0.9629696607589722,0.8999999761581421,0.4331267178058624,0.9111111164093018,0.8913043737411499
33,0.9716401696205139,0.10961709171533585,0.9787013530731201,0.9656189680099487,0.9108695387840271,0.36573246121406555,0.9227777719497681,0.9027174115180969
34,0.9679070115089417,0.11507513374090195,0.9743762016296387,0.9616450071334839,0.9103260636329651,0.3847297132015228,0.919800877571106,0.903804361820221
35,0.9683887362480164,0.11135836690664291,0.975184440612793,0.9630298614501953,0.905434787273407,0.38679057359695435,0.9189339280128479,0.8994565010070801
36,0.9697133898735046,0.11044497042894363,0.9759785532951355,0.9638728499412537,0.905434787273407,0.38210329413414,0.9191583395004272,0.9021739363670349
37,0.9673048853874207,0.11709083616733551,0.9738737344741821,0.9606214165687561,0.8999999761581421,0.3700235188007355,0.9153674840927124,0.893478274345398
38,0.9727239608764648,0.10299171507358551,0.97825688123703,0.9671242833137512,0.908695638179779,0.3698952794075012,0.9208913445472717,0.898369550704956
39,0.972904622554779,0.10251456499099731,0.9787985682487488,0.9673651456832886,0.8989130258560181,0.420749306678772,0.9131402969360352,0.8913043737411499
40,0.9726637601852417,0.10255082696676254,0.9783336520195007,0.9679070115089417,0.904891312122345,0.3826700747013092,0.915742814540863,0.897826075553894
41,0.9696531891822815,0.10542215406894684,0.9756454229354858,0.9648362398147583,0.896195650100708,0.42493534088134766,0.907131016254425,0.8918478488922119
42,0.9722422957420349,0.10201968997716904,0.9773557186126709,0.9667630195617676,0.905434787273407,0.36747708916664124,0.9183786511421204,0.8989130258560181
43,0.9735669493675232,0.09764373302459717,0.9797111749649048,0.9682080745697021,0.8923913240432739,0.42394086718559265,0.9058823585510254,0.8788043260574341
44,0.9720616340637207,0.10268008708953857,0.9775479435920715,0.9673651456832886,0.907065212726593,0.3562242388725281,0.9197120666503906,0.9027174115180969
45,0.9771796464920044,0.08965982496738434,0.9817706942558289,0.9728444218635559,0.9016304612159729,0.4150049686431885,0.9149527549743652,0.894565224647522
46,0.9716401696205139,0.10417166352272034,0.9772672057151794,0.9654985666275024,0.897282600402832,0.42944860458374023,0.9105058312416077,0.8902173638343811
47,0.9783236980438232,0.08650991320610046,0.9826663136482239,0.9728444218635559,0.897282600402832,0.44513681530952454,0.9062844514846802,0.893478274345398
48,0.9752528667449951,0.09049483388662338,0.9794196486473083,0.9713993072509766,0.8999999761581421,0.4443689286708832,0.913188636302948,0.8918478488922119
49,0.9741690754890442,0.09580255299806595,0.9786239266395569,0.9703155159950256,0.8907608985900879,0.46244215965270996,0.8999999761581421,0.885326087474823
50,0.9736271500587463,0.09829609096050262,0.9789032340049744,0.9694725275039673,0.886956512928009,0.4634997546672821,0.9022892117500305,0.8782608509063721
51,0.9721218943595886,0.09828318655490875,0.9766622185707092,0.9676059484481812,0.906521737575531,0.4162428677082062,0.9141442179679871,0.9027174115180969
52,0.9767581820487976,0.08813168853521347,0.9809303879737854,0.9725433588027954,0.903804361820221,0.4318365752696991,0.9142224788665771,0.897826075553894
53,0.9744701385498047,0.09501748532056808,0.978928804397583,0.9706767797470093,0.9016304612159729,0.39716240763664246,0.9142699241638184,0.898369550704956
54,0.9774205088615417,0.08730439096689224,0.9814690947532654,0.9726637601852417,0.8994565010070801,0.41290515661239624,0.9109020233154297,0.894565224647522
55,0.9773603081703186,0.08521375805139542,0.9815005660057068,0.9743497371673584,0.895108699798584,0.43013495206832886,0.9067184925079346,0.887499988079071
56,0.976999044418335,0.08826223760843277,0.9814207553863525,0.9732658863067627,0.8994565010070801,0.45506590604782104,0.9102492928504944,0.8929347991943359
57,0.9742894768714905,0.09806929528713226,0.9781208038330078,0.9690510630607605,0.904347836971283,0.41755953431129456,0.9137167930603027,0.897826075553894
58,0.9819966554641724,0.07582050561904907,0.9856163263320923,0.9778420329093933,0.908695638179779,0.4069591462612152,0.9159291982650757,0.8999999761581421
59,0.977601170539856,0.08798270672559738,0.9814342856407166,0.97398841381073,0.904347836971283,0.40779292583465576,0.915602445602417,0.896195650100708
60,0.9777817726135254,0.08811814337968826,0.9820213913917542,0.9735067486763,0.904891312122345,0.40448665618896484,0.9133075475692749,0.8989130258560181
61,0.9776613712310791,0.08720740675926208,0.9813129305839539,0.9738680124282837,0.8923913240432739,0.4545363187789917,0.9047619104385376,0.8880434632301331
62,0.9752528667449951,0.09003802388906479,0.9783570766448975,0.9717003703117371,0.895652174949646,0.45314669609069824,0.9088888764381409,0.8891304135322571
63,0.9786849617958069,0.08339495211839676,0.9821515083312988,0.974108874797821,0.9125000238418579,0.3922663927078247,0.9210816621780396,0.907065212726593
64,0.977601170539856,0.08671393990516663,0.9815084338188171,0.9747712016105652,0.9005434513092041,0.4161332845687866,0.9160177707672119,0.895108699798584
65,0.9758549928665161,0.09308525919914246,0.9793082475662231,0.9717605710029602,0.897826075553894,0.4229489862918854,0.9063711762428284,0.8891304135322571
66,0.979347288608551,0.08098740130662918,0.9832029342651367,0.9762765169143677,0.9021739363670349,0.4050053358078003,0.9119113683700562,0.894565224647522
67,0.9766377806663513,0.0863509252667427,0.9800570011138916,0.9735067486763,0.9130434989929199,0.39119845628738403,0.9236302971839905,0.907065212726593
68,0.978203296661377,0.08018577098846436,0.9819350242614746,0.975313127040863,0.8989130258560181,0.4108012318611145,0.9090909361839294,0.8913043737411499
69,0.9812138676643372,0.07131540030241013,0.9838309288024902,0.978203296661377,0.894565224647522,0.4195300340652466,0.9066147804260254,0.886413037776947
70,0.9754937291145325,0.09467346221208572,0.979179322719574,0.9712789058685303,0.897826075553894,0.4094078540802002,0.9116824865341187,0.886413037776947
71,0.9750722646713257,0.08982844650745392,0.9792450666427612,0.9715799689292908,0.9016304612159729,0.4413834512233734,0.9105960130691528,0.89673912525177
72,0.9774205088615417,0.08545243740081787,0.980963945388794,0.9742894768714905,0.908695638179779,0.38663366436958313,0.9221789836883545,0.9016304612159729
73,0.9792870879173279,0.07950877398252487,0.9830169081687927,0.9758549928665161,0.9021739363670349,0.418982595205307,0.9141749739646912,0.897282600402832
74,0.9806117415428162,0.07723767310380936,0.9832828640937805,0.9774807095527649,0.906521737575531,0.40652769804000854,0.9166666865348816,0.9027174115180969
75,0.9794677495956421,0.07951679080724716,0.9823158979415894,0.9766377806663513,0.8902173638343811,0.46618473529815674,0.9011660218238831,0.8820652365684509
76,0.9813945293426514,0.07674940675497055,0.9839568734169006,0.9786247611045837,0.9027174115180969,0.4328728914260864,0.9123000502586365,0.8989130258560181
77,0.9806719422340393,0.07887459546327591,0.9838221073150635,0.9776613712310791,0.9010869860649109,0.4379826784133911,0.9110497236251831,0.896195650100708
78,0.9784440994262695,0.08232703059911728,0.9816386103630066,0.9753733277320862,0.8918478488922119,0.4351189434528351,0.9030100107192993,0.8804348111152649
79,0.9800698161125183,0.07891499996185303,0.9835161566734314,0.9771796464920044,0.903804361820221,0.42742645740509033,0.9131156802177429,0.89673912525177
80,0.97874516248703,0.07772549241781235,0.9812337160110474,0.9759754538536072,0.906521737575531,0.4206644594669342,0.9145534634590149,0.9016304612159729
81,0.9795881509780884,0.07825108617544174,0.9829666018486023,0.976396918296814,0.9027174115180969,0.45812559127807617,0.9138597249984741,0.8994565010070801
82,0.9786247611045837,0.08430257439613342,0.980857789516449,0.9749518036842346,0.903804361820221,0.45636454224586487,0.9123966693878174,0.8999999761581421
83,0.9804913401603699,0.07552991062402725,0.9834765791893005,0.9783838987350464,0.905434787273407,0.4323427677154541,0.9129476547241211,0.9005434513092041
84,0.9822976589202881,0.07100678980350494,0.9849833250045776,0.9794677495956421,0.907065212726593,0.4249759316444397,0.9191135764122009,0.9016304612159729
85,0.9772399067878723,0.08140527456998825,0.9797808527946472,0.9745303392410278,0.9010869860649109,0.4302377700805664,0.9124653935432434,0.895108699798584
86,0.9800698161125183,0.07567508518695831,0.9832889437675476,0.9778420329093933,0.8989130258560181,0.43812301754951477,0.911308228969574,0.893478274345398
87,0.9796483516693115,0.07712008059024811,0.9824965000152588,0.9767581820487976,0.898369550704956,0.47986307740211487,0.9062844514846802,0.893478274345398
88,0.977601170539856,0.0858025997877121,0.9806178212165833,0.9748314023017883,0.895652174949646,0.450245201587677,0.9041019678115845,0.886413037776947
89,0.9832008481025696,0.06800837069749832,0.9863038659095764,0.979949414730072,0.8999999761581421,0.42834344506263733,0.9114554524421692,0.895108699798584
90,0.9772399067878723,0.08191549777984619,0.9810406565666199,0.975192666053772,0.8896738886833191,0.5063763856887817,0.8984547257423401,0.884782612323761
91,0.9806117415428162,0.07688651978969574,0.9828014373779297,0.9771796464920044,0.9027174115180969,0.46075671911239624,0.9122516512870789,0.898369550704956
92,0.981153666973114,0.07061924040317535,0.9837186932563782,0.9786247611045837,0.904891312122345,0.46224936842918396,0.9128035306930542,0.8989130258560181
93,0.9806117415428162,0.07470741868019104,0.9835946559906006,0.9783236980438232,0.8918478488922119,0.4573405385017395,0.8991735577583313,0.886956512928009
94,0.9763367176055908,0.08724144101142883,0.9793914556503296,0.972904622554779,0.897282600402832,0.4548604488372803,0.9057851433753967,0.893478274345398
95,0.9824783205986023,0.06805169582366943,0.9848741292953491,0.9801300764083862,0.906521737575531,0.41398096084594727,0.9160684943199158,0.9016304612159729
96,0.982357919216156,0.06677702814340591,0.984390139579773,0.9796483516693115,0.905978262424469,0.4238486886024475,0.9161111116409302,0.896195650100708
97,0.9843448996543884,0.06660958379507065,0.9869304895401001,0.9821170568466187,0.898369550704956,0.44192802906036377,0.9122709631919861,0.8929347991943359
98,0.9766377806663513,0.09031283110380173,0.9792272448539734,0.9735669493675232,0.896195650100708,0.4726494252681732,0.9064748287200928,0.8902173638343811
99,0.9809128046035767,0.07288742065429688,0.9831739664077759,0.9780828356742859,0.897826075553894,0.4628669023513794,0.9046562910079956,0.886956512928009
